time,sequence_state,velocity,rpm,bus_frequency,slip,line_voltage,machine_line_current,machine_active_current,machine_reactive_current,flux_magnitude,motor_torque,motor_shaft_power,electrical_export,machine_reactive_demand,machine_copper_loss,machine_core_loss,magnetic_storage_power,rectifier_power,dc_input_power,dc_voltage,dc_capacitor_power,chopper_target_voltage,chopper_duty,dc_brake_power,battery_voltage,battery_power,aux_voltage,aux_power,energy_residual,k_precharge,k_main,brake_command,brake_physical_state,fault
0.0,BRAKE_RELEASE,0.0,0.0,0,0,0.0,0.0026683469215525767,0.0026683469215525767,-0.0,0.004905659689860596,0.0,0.0,-0.0,0.0,0.0003065192413963299,0.0,-0.0003065192413963299,0.0,0.0,0.0,0.0,80.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,True,False,APPLY,APPLIED,
0.009999999999999969,BRAKE_RELEASE,0.0,0.0,0.0,0,0.05035269454701425,0.00026110879797761267,-0.00026110879797761267,0.0,0.004370936151753489,0.0,0.0,2.2772192635432184e-05,0.0,0.0004453703956594962,6.338484620362298e-07,-0.00046877643675696465,2.401842917865967e-05,4.090643494917624e-06,0.0116058629583487,4.090643494917624e-06,80.0,0.0,0.0,23.99916008007916,0.4031474526936902,1.9926320364423005,0.3628327074243211,7.714794260674039e-10,True,False,RELEASE,APPLIED,
0.01999999999999991,BRAKE_RELEASE,0.0,0.0,0.0,0,0.047577183911290406,0.0002191708711791425,-0.0002191708711791425,0.0,0.003942875142154303,0.0,0.0,1.806101668701737e-05,0.0,0.0003651211982152608,5.658971072321878e-07,-0.00038374811200951034,1.8426958596809013e-05,5.286307477432e-06,0.018478052369404214,5.286307477432e-06,80.0,0.0,0.0,23.994278040793432,2.7458856028088277,7.48085365194839,2.471297042527945,-6.452979039928777e-10,True,False,RELEASE,APPLIED,
0.02999999999999985,BRAKE_RELEASE,0.0,0.0,0.0,0,0.04356824887136418,0.0001671225257329,-0.0001671225257329,0.0,0.0035532168068481557,0.0,0.0,1.2611470335610933e-05,0.0,0.00030119112374692105,4.745480774292815e-07,-0.0003142771421599613,1.291269880793564e-05,5.2137948116829956e-06,0.023827415611011406,5.2137948116829956e-06,80.0,0.0,0.0,23.983434277595524,7.94605829097293,15.83102195597293,7.151452461875637,8.150817033236702e-10,True,False,RELEASE,APPLIED,
0.03999999999999979,BRAKE_RELEASE,0.0,0.0,0.0,0,0.03986560892906262,0.000123326404473659,-0.000123326404473659,0.0,0.0031994474213201726,0.0,0.0,8.51559698460886e-06,0.0,0.0002480233050517432,3.9731669382123956e-07,-0.00025693621873017333,8.771349201219313e-06,4.5232748580622625e-06,0.027864672426255423,4.5232748580622625e-06,80.0,0.0,0.0,23.9661139617979,16.242333065306756,26.524354027557255,14.61809975877608,1.9028054676611256e-09,True,False,RELEASE,APPLIED,
0.04999999999999973,BRAKE_RELEASE,0.0,0.0,0.0,0,0.036435075924139144,8.66806381989972e-05,-8.66806381989972e-05,0.0,0.0028785595607453652,0.0,0.0,5.470189939230825e-06,0.0,0.00020389157066200768,3.31878689399446e-07,-0.000209693639290638,5.6865555766185345e-06,3.542879312358261e-06,0.0308001792657976,3.542879312358261e-06,80.0,0.0,0.0,23.94256365463906,27.503467097883508,39.13610633514086,24.75312038809516,9.780150092564277e-10,True,False,RELEASE,APPLIED,
0.05999999999999967,BRAKE_RELEASE,0.0,0.0,0.0,0,0.033262349909224116,5.6202853484699935e-05,-5.6202853484699935e-05,0.0,0.002587762273461877,0.0,0.0,3.2379632924202283e-06,0.0,0.00016733084061102096,2.7659598037091547e-07,-0.0001708453998838121,3.420488135957591e-06,2.4825650714287547e-06,0.0328156600774367,2.4825650714287547e-06,80.0,0.0,0.0,23.91340202516328,41.41704373670985,53.31852828726425,37.27533936303887,1.2605852668136353e-10,True,False,RELEASE,APPLIED,
0.06999999999999962,BRAKE_RELEASE,0.0,0.0,0.0,0,0.03033296117619615,3.103420182999596e-05,-3.103420182999596e-05,0.0,0.0023244693394386877,0.0,0.0,1.6304820305441337e-06,0.0,0.00013709907259223955,2.300221334291558e-07,-0.00013895957675621285,1.784042297809729e-06,1.4683443935613984e-06,0.03406778178240558,1.4683443935613984e-06,80.0,0.0,0.0,23.87939109609878,57.6013437185814,68.78690578029824,51.84120934672326,8.466678122487359e-10,True,False,RELEASE,APPLIED,
0.07999999999999956,BRAKE_RELEASE,0.0,0.0,0.0,0,0.027625687121074664,1.0471539716753842e-05,-1.0471539716753842e-05,0.0,0.002086290330622185,0.0,0.0,5.010536849614525e-07,0.0,0.0001121419967273652,1.907946472278777e-07,-0.00011283384505955454,6.332207445276348e-07,5.752519889314579e-07,0.03469157094462454,5.752519889314579e-07,80.0,0.0,0.0,23.84130734737885,75.66880609823296,85.30813462176707,68.10192548840966,-3.3216094978694155e-10,True,False,RELEASE,APPLIED,
0.0899999999999995,BRAKE_RELEASE,0.0,0.0,0.0,0,0.02526806874025068,6.3122921897578235e-06,-6.3122921897578235e-06,0.0,0.001873063404028663,0.0,0.0,2.7626112166401703e-07,0.0,9.065920368381111e-05,1.5961882446550847e-07,-9.109508362994065e-05,3.4459549313798745e-07,3.4097164202403386e-07,0.03526585009270871,3.4097164202403386e-07,80.0,0.0,0.0,23.799873929313744,95.2595050460367,102.6913652406189,85.73355454143304,-2.910432485292436e-11,False,True,RELEASE,MOVING,
