time,sequence_state,velocity,rpm,bus_frequency,slip,line_voltage,machine_line_current,machine_active_current,machine_reactive_current,flux_magnitude,motor_torque,motor_shaft_power,electrical_export,machine_reactive_demand,machine_copper_loss,machine_core_loss,magnetic_storage_power,rectifier_power,dc_input_power,dc_voltage,dc_capacitor_power,chopper_target_voltage,chopper_duty,dc_brake_power,battery_voltage,battery_power,aux_voltage,aux_power,energy_residual,k_precharge,k_main,brake_command,brake_physical_state,fault
8.491999999993944,LOWERING,0.23695734640382257,1357.6655873558489,43.461905793911846,-0.041268640936304696,323.5831613671977,1.6875179406182461,-0.8591591035399334,1.4524332806407685,0.9527563539103696,-4.168964176868759,-592.7200131620505,481.52643841506443,814.0343526371652,85.02195740100967,26.17651558009748,-0.004898234118286382,481.5264384150736,460.1444177753664,432.4753773140605,0.02049171034889241,400.0,0.8118316602947369,460.1239260650175,23.989388051005804,5.091483247984438,599.6179262489158,0.00016309715131779257,1.59442919311914e-05,False,True,RELEASE,RELEASED,
8.50199999999392,LOWERING,0.2369636679333205,1357.7018070518786,43.46302926261729,-0.04126950351927637,323.58432093740964,1.6875042843715227,-0.8591884551709214,1.4524000510442192,0.9527361756503124,-4.168984678115181,-592.738740530392,481.544614526596,814.0186457456105,85.02228516495694,26.17670318913114,-0.004862350290750328,481.54461452660667,460.161343864468,432.4764116999461,0.020344174372041834,400.0,0.8118579010154905,460.14099969009595,23.989388221506978,5.091401479794398,599.617932162671,0.0001619006100215259,1.5921846625133185e-05,False,True,RELEASE,RELEASED,
8.511999999993897,LOWERING,0.23696994377637487,1357.7377649838688,43.46414460337651,-0.04127036002789369,323.585472129605,1.6874907309118197,-0.8592175949150478,1.4523670650017189,0.9527161442907754,-4.1690050344779825,-592.7573331742027,481.56265953230695,814.0030541489434,85.02261092712058,26.17688944333485,-0.004826728559237381,481.5626595323085,460.17814784076796,432.4774386137977,0.02019768270190525,400.0,0.8118839522368214,460.15795015806606,23.98938839075462,5.091320312767717,599.6179380329456,0.0001607128646652356,1.590020656294655e-05,False,True,RELEASE,RELEASED,
8.521999999993874,LOWERING,0.236976174257042,1357.7734630085254,43.465251882212065,-0.04127121030534225,323.5866150031812,1.68747727945035,-0.8592465242718706,1.4523343207360575,0.9526962587741709,-4.169025246937369,-592.7757920401425,481.5805743585153,813.9875770034021,85.02293469634793,26.17707435230426,-0.0047913670248362905,481.5805743585234,460.19483056738875,432.4784581085675,0.02005222824914199,400.0,0.8119098153008696,460.1747783391396,23.98938855875794,5.091239742484373,599.6179438600616,0.00015953384503220036,1.5878131307545118e-05,False,True,RELEASE,RELEASED,
8.53199999999385,LOWERING,0.23698235969716722,1357.8089029698858,43.46635115262038,-0.04127205448516998,323.58774961713,1.6874639292045839,-0.8592752447307567,1.4523018164828785,0.9526765180503535,-4.1690453164675,-592.7941180685348,481.5983599252656,813.9722134713596,85.02325648150396,26.177257925569602,-0.004756263800118177,481.5983599252703,460.2113929015949,432.4794702368467,0.019907803954538394,400.0,0.811935491540649,460.19148509764034,23.989388725526084,5.09115976456107,599.6179496443323,0.00015836348536435452,1.585574000273482e-05,False,True,RELEASE,RELEASED,
8.541999999993827,LOWERING,0.23698850041640107,1357.8440866994133,43.46744246387403,-0.04127289279244123,323.5888760300422,1.6874506793982222,-0.8593037577709841,1.4522695504906062,0.952656921076569,-4.169065244036707,-592.8123121934377,481.6160171463914,813.9569627212952,85.02357629147312,26.177440172596505,-0.004721417024029506,481.6160171463997,460.22783569487393,432.4804750508685,0.019764402831697225,400.0,0.8119609822801044,460.20807129204223,23.989388891068103,5.0910803746549895,599.6179553860716,0.00015720172785371744,1.5833723182367976e-05,False,True,RELEASE,RELEASED,
8.551999999993804,LOWERING,0.23699459673221096,1357.8790160160618,43.46852589543755,-0.04127372471935655,323.5899943001074,1.6874375292611152,-0.8593320648617372,1.4522375210203464,0.952637466817406,-4.169085030607208,-592.8303753426316,481.6335469295137,813.9418239277405,85.02389413515532,26.17762110278588,-0.00468682482312488,481.63354692952,460.24415979289756,432.48147260250977,0.019622017894278088,400.0,0.8119862888341682,460.2245377750033,23.989389055393005,5.0910015684488625,599.6179610855955,0.00015604850948491844,1.581142305440153e-05,False,True,RELEASE,RELEASED,
8.56199999999378,LOWERING,0.2370006489598954,1357.9136927263587,43.469601480316776,-0.04127455086150103,323.59110448511905,1.6874244780291816,-0.8593601674622452,1.4522057263457264,0.9526181542447475,-4.169104677135449,-592.8483084377019,481.65095017612487,813.9267962712019,85.02421002146237,26.177800725474814,-0.0046524853595428795,481.6509501761293,460.2603660356416,432.4824629432938,0.019480642240523594,400.0,0.8120114125088125,460.2408853934011,23.989389218509732,5.090923341651508,599.6179667432118,0.00015490376287541352,1.5789540384503198e-05,False,True,RELEASE,RELEASED,
8.571999999993757,LOWERING,0.23700665741259752,1357.9481186244823,43.47066929583592,-0.04127537074334164,323.5922066424753,1.6874115249444157,-0.8593880670217847,1.4521741647529052,0.9525989823377179,-4.169124184571907,-592.8661123940453,481.66822778158985,813.9118789381694,85.0245239593207,26.17797904993661,-0.004618396803493852,481.6682277815937,460.27645525736386,432.48344612439183,0.019340268996927534,400.0,0.8120363546011056,460.25711498836694,23.989389380427145,5.090845690015166,599.6179723592275,0.00015376743180173236,1.5767743093419995e-05,False,True,RELEASE,RELEASED,
8.581999999993734,LOWERING,0.2370126224013198,1357.9822954923454,43.47172936793234,-0.0412761851108413,323.5933008291818,1.6873986692548106,-0.859415764979749,1.4521428345404526,0.9525799500826395,-4.169143553861139,-592.883788120912,481.68538063518827,813.8970711210558,85.02483595766857,26.17815608538135,-0.00458455732530183,481.6853806351968,460.29242828664184,432.4844221966259,0.0192008913172117,400.0,0.8120611163992706,460.2732273953246,23.989389541154058,5.090768609314101,599.6179779339501,0.00015263945231147602,1.5746450003462087e-05,False,True,RELEASE,RELEASED,
8.59199999999371,LOWERING,0.2370185442349354,1358.0162250996607,43.47278177575049,-0.04127699342609078,323.59438710185526,1.6873859102143036,-0.8594432627657733,1.4521117340192091,0.9525610564729814,-4.169162785942073,-592.9013365214746,481.702409620192,813.8823720181298,85.02514602545565,26.178331840956343,-0.004550965129283213,481.7024096201982,460.3082859464523,432.4853912104711,0.019062502427686923,400.0,0.8120856991827394,460.2892234440246,23.989389700699213,5.090692095351767,599.617983467683,0.00015151975938376694,1.5723735486972146e-05,False,True,RELEASE,RELEASED,
8.601999999993687,LOWERING,0.23702442322020323,1358.0499092040272,43.47382655994135,-0.04127779606392171,323.59546551672446,1.6873732470827425,-0.8594705617997116,1.45208086151228,0.952542300509311,-4.1691818817476864,-592.9187584928202,481.71931561384974,813.8677808335141,85.02545417164168,26.178506325746405,-0.004517618415547986,481.71931561385315,460.32402905415404,432.4863532160573,0.01892509557427502,400.0,0.8121101042222096,460.30510395857976,23.989389859071288,5.090616143971979,599.6179889607243,0.00015040829709445092,1.5701537790846487e-05,False,True,RELEASE,RELEASED,
8.611999999993664,LOWERING,0.23703025966178043,1358.0833495510021,43.47486379716177,-0.04127859252750088,323.5965361296335,1.6873606791257973,-0.859497663491723,1.4520502153548758,0.9525236811992477,-4.169200842205131,-592.9360549259975,481.73609948744195,813.8532967771055,85.0257604051909,26.1786795487743,-0.004484515411718348,481.7360994874457,460.33965842155334,432.4873082631716,0.018788664053431603,400.0,0.8121343327796977,460.3208697574999,23.98939001627889,5.090540751041308,599.6179944133761,0.00014930500306586936,1.5679769944654254e-05,False,True,RELEASE,RELEASED,
