capacitance,self_excited,classification,time,velocity,rpm,bus_frequency,slip,line_voltage,machine_line_current,machine_active_current,machine_reactive_current,capacitor_line_current,capacitor_reactive_supply,flux_magnitude,machine_copper_loss,machine_core_loss,electrical_export,rectifier_power,dc_input_power,dc_voltage,chopper_duty,dc_brake_power,acceleration,fault,energy_residual
3.0,True,runaway,1.7799999999982121,1.0049041450620155,5757.676632725573,171.95959267028343,-0.11609100396149159,6.84742982970924,0.048872862050637976,-0.030177852168675374,0.038442865183363546,0.038444176493854086,0.45593608567210536,0.004362243227151485,0.10061226615205016,0.01172182381819798,0.357912234849022,0.35414634544829704,0.33211632942917224,8.941514518045052,0.0,0.0,0.6997617113307187,,-4.700950739788823e-09
4.5,True,runaway,1.7799999999998137,1.0041296668275048,5753.239199309352,163.10038656249728,-0.17580739088863936,62.353727419797195,0.5691083053556363,-0.2753785476084188,0.4980471049427373,0.49806573361366796,53.788999643851895,0.03798612339142477,13.575103015256582,0.9719968307855923,29.740834656466344,29.275604078296503,27.45833212086144,81.43684450329326,0.0,0.0,0.6859877914105174,,1.0397230880698771e-06
6.0,True,runaway,1.7800000000006067,0.9894000927228844,5668.844956287359,152.25016052097672,-0.24112511866204062,252.943069648722,2.7144625651245615,-1.0222501980936924,2.5146195636636604,2.5147060416105207,1101.6806007981772,0.15239469851796125,307.69610035360046,15.995049120829561,447.8582878600986,438.7215540186403,413.16988664612194,332.02220622991314,0.0,0.0,0.4535962779819708,,1.8415552915485023e-05
7.5,True,runaway,1.759999999999083,0.9036884712953016,5177.753539985002,136.68400744015165,-0.26270650018611463,477.74861142127264,5.758811143324823,-2.180846932790473,5.329897976530184,5.3299238352512965,4410.4099247731,0.32455998447473416,1382.7290880383634,57.060933928738564,1804.6178368036544,1790.8793609576542,1676.54475571426,622.5114912006472,0.887000314983237,1041.608654044995,-0.4224777363114263,,3.189230631051032e-05
9.0,True,current-limited / thermally problematic,1.6599999999998367,0.8300528935683358,4755.852757408735,124.12691238655378,-0.2771478980583315,479.24731168785297,6.296477825013353,-2.38692087001829,5.826511972111276,5.826592072279841,4836.475096947255,0.3653923106449824,1650.038439796242,57.41949644000854,1981.3369304798643,1955.9764288388644,1823.9199653779604,621.4471270745757,0.8073803406735984,944.8711738505051,-0.6875748507671127,,3.509890501618429e-05
